title,page_link,pdf_link,issue_date,fda_organization,topic,status,docket_number,comment,closing_comment
Nucleic Acid Testing  to Reduce the Possible Risk of Parvovirus B19 Transmission by Plasma-Derived Products:  Guidance for Industry,,,2009-07-28,[],['Blood Products'],Final,FDA-2008-D-0379,No,
ANDAs: Impurities in Drug Substances:  Guidance for Industry,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/andas-impurities-drug-substances,https://www.fda.gov/media/77324/download,2009-07-15,['Center for Drug Evaluation and Research'],"['Chemistry, Manufacturing, and Controls (CMC)','Pharmaceutical Quality']",Final,FDA-1998-D-0021,No,
Postmarketing Adverse Event Reporting for Nonprescription Human Drug Products Marketed Without an Approved Application,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/postmarketing-adverse-event-reporting-nonprescription-human-drug-products-marketed-without-approved,https://www.fda.gov/media/77193/download,2009-07-14,['Center for Drug Evaluation and Research'],['Over-the-Counter Drugs'],Final,FDA-2007-D-0434,No,
CVM GFI #70 Small Entities Compliance Guide for Feeders of Ruminant Animals Without On-Farm Feed Mixing Operations,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cvm-gfi-70-small-entities-compliance-guide-feeders-ruminant-animals-without-farm-feed-mixing,https://www.fda.gov/media/70227/download,2009-07-13,['Center for Veterinary Medicine'],"['Bovine Spongiform Encephalopathy (BSE)','Animal Feed','Current Good Manufacturing Practice (CGMP)']",Final,,No,
Frequently Asked Questions - IRB Registration:  Guidance for Institutional Review Boards (IRBs),PDF (48.34 KB)PDF (48.34 KB) of Frequently Asked Questions - IRB Registration: Guidance for Institutional Review Boards (IRBs),https://www.fda.gov/media/77059/download,2009-07-09,['Office of the Commissioner'],['Good Clinical Practice (GCP)'],Final,FDA-2009-D-0312,No,
"Guidance for Industry: Color Additive Petitions - FDA Recommendations for Submission of Chemical and Technological Data on Color Additives for Food, Drugs, Cosmetics, or Medical Devices",https://www.fda.gov/regulatory-information/search-fda-guidance-documents/guidance-industry-color-additive-petitions-fda-recommendations-submission-chemical-and-technological,,2009-07-01,['Human Foods Program'],['Food & Color Additives'],Final,,No,
Medication Guides — Adding a Toll-Free Number for Reporting Adverse Events,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/medication-guides-adding-toll-free-number-reporting-adverse-events,https://www.fda.gov/media/76667/download,2009-06-08,['Center for Drug Evaluation and Research'],"['Administrative / Procedural','Safety - Issues, Errors, and Problems']",Final,FDA-2009-D-0217,No,
Small Entity Compliance Guide: Bottled Water and Residual Disinfectants and Disinfection Byproducts,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/small-entity-compliance-guide-bottled-water-and-residual-disinfectants-and-disinfection-byproducts,,2009-06-01,['Human Foods Program'],['Bottled Water'],Final,FDA-2009-D-0224,No,
Providing Regulatory Submissions in Electronic Format – Drug Establishment Registration and Drug Listing,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/providing-regulatory-submissions-electronic-format-drug-establishment-registration-and-drug-listing,https://www.fda.gov/media/71146/download,2009-06-01,"['Center for Drug Evaluation and Research','Center for Veterinary Medicine']",['Electronic Submissions'],Final,FDA-2005-N-0464,No,
Presenting Risk Information in Prescription Drug and Medical Device Promotion,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/presenting-risk-information-prescription-drug-and-medical-device-promotion,https://www.fda.gov/media/76269/download,2009-05-27,"['Center for Veterinary Medicine','Center for Drug Evaluation and Research','Center for Devices and Radiological Health','Center for Biologics Evaluation and Research']",['Advertising'],Draft,FDA-2008-D-0253,No,
"Small Entity Compliance Guide: Health Claims on Calcium and Osteoporosis; and Calcium, Vitamin D, and Osteoporosis",https://www.fda.gov/regulatory-information/search-fda-guidance-documents/small-entity-compliance-guide-health-claims-calcium-and-osteoporosis-and-calcium-vitamin-d-and,,2009-05-15,['Human Foods Program'],['Labeling'],Final,FDA-2009-D-0209,No,
Labeling OTC Human Drug Products; Small Entity Compliance Guide:  Guidance for Industry,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/labeling-otc-human-drug-products-small-entity-compliance-guide,https://www.fda.gov/media/76481/download,2009-05-13,['Center for Drug Evaluation and Research'],"['Compliance','Over-the-Counter Drugs']",Final,FDA-2004-D-0122,No,
CPG Sec 110.310 Prior Notice of Imported Food Under the Public Health Security and Bioterrorism Preparedness and Response Act of 2002,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-110310-prior-notice-imported-food-under-public-health-security-and-bioterrorism-preparedness,,2009-05-06,"['Center for Veterinary Medicine','Office of Inspections and Investigations','Human Foods Program']","['Investigation & Enforcement','Import']",Final,FDA-2007-D-0487,No,
CVM GFI #195 Small Entities Compliance Guide For Renderers—Substances Prohibited From Use In Animal Food Or Feed,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cvm-gfi-195-small-entities-compliance-guide-renderers-substances-prohibited-use-animal-food-or-feed,https://www.fda.gov/media/70417/download,2009-05-06,['Center for Veterinary Medicine'],['Bovine Spongiform Encephalopathy (BSE)'],Final,FDA-2008-D-0597,No,
Questions and Answers on Current Good Manufacturing Practice Questions and Answers on Current Good Manufacturing Practice Requirements | General Provisions,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/questions-and-answers-current-good-manufacturing-practice-questions-and-answers-current-good,,2009-04-30,['Center for Drug Evaluation and Research'],,Final,FDA-2017-D-6821,No,
Small Entity Compliance Guide: Declaration by Name on the Label of All Foods and Cosmetic Products that Contain Cochineal Extract and Carmine,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/small-entity-compliance-guide-declaration-name-label-all-foods-and-cosmetic-products-contain,,2009-04-30,['Human Foods Program'],"['Food & Color Additives','Labeling']",Final,FDA-2009-D-0198,No,
Small Entity Compliance Guide: Bottled Water and Arsenic,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/small-entity-compliance-guide-bottled-water-and-arsenic,,2009-04-29,['Human Foods Program'],"['Arsenic','Bottled Water']",Final,FDA-2009-D-0196,No,
Small Entity Compliance Guide: Bottled Water and Uranium,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/small-entity-compliance-guide-bottled-water-and-uranium,,2009-04-29,['Human Foods Program'],['Bottled Water'],Final,FDA-2009-D-0195,No,
CVM GFI #185 (VICH GL43) Target Animal Safety for Veterinary Pharmaceutical Products,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cvm-gfi-185-vich-gl43-target-animal-safety-veterinary-pharmaceutical-products,https://www.fda.gov/media/70438/download,2009-04-24,['Center for Veterinary Medicine'],"['Target Animal – Safety','VICH']",Final,FDA-2007-D-0430,No,
Integrated Summaries of Effectiveness and Safety: Location Within the Common Technical Document,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/integrated-summaries-effectiveness-and-safety-location-within-common-technical-document,https://www.fda.gov/media/75783/download,2009-04-21,['Center for Drug Evaluation and Research'],['Administrative / Procedural'],Final,FDA-2007-D-0031,No,
Q10 Pharmaceutical Quality System,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/q10-pharmaceutical-quality-system,https://www.fda.gov/media/71553/download,2009-04-08,"['Center for Drug Evaluation and Research','Center for Biologics Evaluation and Research']",['ICH-Quality'],Final,FDA-2007-D-0370,No,
Q4B Annex 4A: Microbiological Examination of Non-Sterile Products: Microbial Enumeration Tests General Chapter,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/q4b-annex-4a-microbiological-examination-non-sterile-products-microbial-enumeration-tests-general,https://www.fda.gov/media/71241/download,2009-04-08,"['Center for Biologics Evaluation and Research','Center for Drug Evaluation and Research']",['ICH-Quality'],Final,FDA-2008-D-0396,No,
Q4B Annex 4B: Microbiological Examination of Non-Sterile Products: Tests for Specified Micro-organisms General Chapter,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/q4b-annex-4b-microbiological-examination-non-sterile-products-tests-specified-micro-organisms,https://www.fda.gov/media/71267/download,2009-04-08,"['Center for Biologics Evaluation and Research','Center for Drug Evaluation and Research']",['ICH-Quality'],Final,FDA-2008-D-0398,No,
Q4B Annex 4C: Microbiological Examination of Non-Sterile Products: Acceptance Criteria for Pharmaceutical Preparations and Substances for Pharmaceutical Use General Chapter,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/q4b-annex-4c-microbiological-examination-non-sterile-products-acceptance-criteria-pharmaceutical,https://www.fda.gov/media/71291/download,2009-04-08,"['Center for Biologics Evaluation and Research','Center for Drug Evaluation and Research']",['ICH-Quality'],Final,FDA-2008-D-0400,No,
Guidance for Industry: Recommendations for Submission of Chemical and Technological Data for Direct Food Additive Petitions,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/guidance-industry-recommendations-submission-chemical-and-technological-data-direct-food-additive,,2009-03-22,['Human Foods Program'],['Food & Color Additives'],Final,FDA-2020-D-1922,No,
CVM GFI #149 (VICH GL33) Studies to Evaluate the Safety of Residues of Veterinary Drugs in Human Food: General Approach to Testing,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cvm-gfi-149-vich-gl33-studies-evaluate-safety-residues-veterinary-drugs-human-food-general-approach,https://www.fda.gov/media/69960/download,2009-03-17,['Center for Veterinary Medicine'],"['Human Food Safety','VICH']",Final,FDA-2002-D-0186,No,
Guidance for Industry: Measures to Address the Risk for Contamination by Salmonella Species in Food Containing a Peanut-Derived Product as an Ingredient,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/guidance-industry-measures-address-risk-contamination-salmonella-species-food-containing-peanut,,2009-03-11,['Human Foods Program'],"['Nuts & Nut Products','Salmonella']",Final,FDA-2009-D-0060,No,
Guidance for Industry: 1991 Letter to Seafood Manufacturers Regarding the Fraudulent Practice of Including Glaze (ice) as Part of the Weight of Frozen Seafood,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/guidance-industry-1991-letter-seafood-manufacturers-regarding-fraudulent-practice-including-glaze,,2009-02-18,['Human Foods Program'],['Seafood/Seafood Product'],Final,FDA-2020-D-1923,No,
Guidance for Industry: Referral Program from the Food and Drug Administration to the National Oceanic and Atmospheric Administration Seafood Inspection Program for the Certification of Fish and Fishery Products for Export to the European Union and the European Free Trade Association,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/guidance-industry-referral-program-food-and-drug-administration-national-oceanic-and-atmospheric,,2009-02-11,['Human Foods Program'],"['Export','Seafood/Seafood Product']",Final,FDA-2004-D-0043,No,
Animal Models — Essential Elements to Address Efficacy Under the Animal Rule_09,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/animal-models-essential-elements-address-efficacy-under-animal-rule_09,https://www.fda.gov/media/72265/download,2009-02-05,['Center for Drug Evaluation and Research'],['Pharmacology/Toxicology'],Final,None found,No,
Guidance for Industry: Evidence-Based Review System for the Scientific Evaluation of Health Claims,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/guidance-industry-evidence-based-review-system-scientific-evaluation-health-claims,,2009-01-16,['Human Foods Program'],['Labeling'],Final,FDA-2007-D-0371,No,
